Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,Botswana,Southern,CK Tech Store,5,MSI,GF63 Thin,SSD,Timothy,Bell,548-712-5673x8422,toddjoseph@example.org,Susan Nelson,New Sales,22378,27183,Bank Transfer,140,2022-06-20,N/A,0,16GB,710,Offline,Low,0,146,24299,500GB
Africa,Nigeria,Zamfara,XYZ Tech,4,Dell,Venue,HDD,Garrett,Solis,105-418-4818x828,martinmorgan@example.com,Lisa Morgan,Repairs,29447,34177,Bank Transfer,215,2023-08-14,2023-09-08,0,16GB,791,Online,Low,3679,576,31299,1TB
Africa,Angola,Cuando Cubango,Frankies Hardware and Software,7,HP,ZBook,HDD,Ana,Church,001-018-693-2134x927,qvance@example.org,Ruben Snow,Second-hand Sales,3235,5555,Cash,882,2022-11-28,2022-11-29,0,2GB,485,Online,High,0,188,3659,500GB
Africa,Ethiopia,Dire Dawa,GH PC Shop,6,Asus,ROG Zephyrus S GX701,HDD,Sarah,Houston,(661)451-9433,tbuck@example.net,Steven Walls,Repairs,14234,17199,Bank Transfer,964,2023-06-07,N/A,0,2GB,425,Offline,Medium,2213,540,16641,256GB
Africa,Tanzania,Manyara,LJ Computers,5,Apple,Apple Power Mac G5,SSD,Paul,Padilla,682.151.5564x33964,daniellarson@example.net,Tara Price,Second-hand Sales,19070,22280,Bank Transfer,305,2021-07-20,2021-08-02,0,2GB,623,Online,Low,0,69,20568,256GB
North America,Michigan,Ann Arbor,LJ Computers,5,Toshiba,Dynabook,SSD,Tyler,Ramsey,+1-210-237-6464x09018,silvastanley@example.net,Tiffany Velez,Returns,9201,13074,Finance,294,2022-07-16,N/A,23368,8GB,839,Offline,Low,0,282,9747,1TB
North America,Florida,Tampa,Ricks Computers,8,Samsung,Notebook Flash,SSD,Ashley,Poole,+1-285-975-6245,kevin84@example.com,Raymond Larson,Returns,5592,8819,Cash,895,2021-12-26,N/A,0,2GB,808,Offline,High,0,998,6902,1TB
North America,Florida,Miami Beach,Jacks Hardware,9,HP,Probook,SSD,Linda,Sanchez,284.042.9854,adam95@example.org,Mark Evans,Returns,26263,31191,Bank Transfer,562,2023-06-15,N/A,0,2GB,502,Offline,Medium,0,644,27369,1TB
North America,California,San Diego,XYZ Tech,10,Asus,TUF Gaming A15,SSD,Brett,Hicks,617-020-4735x35215,zgregory@example.com,Amber Montgomery,Repairs,9531,13309,Finance,197,2023-08-26,2023-09-08,45448,8GB,718,Online,Medium,1635,113,12762,1TB
North America,Illinois,Champaign,Ricks Computers,10,HP,Elitebook,SSD,Brian,Wu,646-841-9977x10183,dclarke@example.com,Ashley Jones,Repairs,17988,22654,Cash,639,2023-07-28,2023-08-01,0,16GB,701,Online,Low,2813,168,19872,500GB
North America,Pennsylvania,Philadelphia,Mini Tech,2,Dell,G Series,HDD,Tyler,Marshall,459-483-5633,scottcameron@example.org,Michael Chan,Repairs,6719,9116,Finance,418,2024-02-25,2024-03-03,34856,16GB,770,Online,Low,1456,835,8389,500GB
North America,Georgia,Dunwoody,GHI Machines,8,Asus,VivoBook Flip 14,SSD,Adam,Frazier,052-959-5276x987,smithvanessa@example.com,Michael Collins,Repairs,8754,11447,Finance,687,2023-12-19,2023-12-20,33815,8GB,489,Online,Medium,4733,293,10700,500GB
North America,Texas,Tyler,Mini Tech,5,Microsoft,Surface Studio,HDD,Juan,Garcia,419.316.6896x648,ureynolds@example.net,Courtney Morgan,Returns,29990,33072,Finance,905,2021-10-22,N/A,2595,8GB,846,Offline,High,0,554,32159,256GB
Africa,Ethiopia,Amhara,Greens Laptops and PCs,1,Microsoft,Surface Go,SSD,Ethan,Lee,(339)044-5258,yneal@example.org,Samuel Hurst,Repairs,9538,14508,Bank Transfer,114,2021-08-05,2021-08-06,0,4GB,448,Online,High,4928,189,14009,1TB
North America,North Carolina,Mooresville,ABC Computers,10,Toshiba,Tecra,SSD,Melinda,Jordan,380.929.6365x68614,cheyenne99@example.org,Brittany Franklin,Second-hand Sales,17803,21831,Bank Transfer,743,2022-03-17,2022-04-01,0,8GB,805,Online,Medium,0,163,19694,1TB
Africa,Nigeria,Cross River,KyaSand Tech Gadgets,5,Asus,ROG Strix Scar III,SSD,Kimberly,Whitaker,(871)842-3828x2205,lyoung@example.com,Jennifer Wolf,New Sales,9987,12399,Bank Transfer,940,2022-05-16,N/A,0,8GB,711,Offline,High,0,456,11739,256GB
Africa,Ghana,Western,Greens Laptops and PCs,5,Microsoft,Surface Hub,HDD,Reginald,Hopkins,001-745-322-3011x7070,andradeamanda@example.net,Jessica Morgan,New Sales,25375,28234,Bank Transfer,129,2022-12-23,2023-01-14,0,8GB,654,Online,Low,0,982,25759,1TB
North America,Texas,Abilene,Western International PCs,6,HP,Probook,SSD,Karen,Jimenez,001-872-039-9288x055,russomatthew@example.com,Lauren Morales,Returns,4061,6816,Finance,279,2022-04-17,2022-05-07,27694,8GB,519,Online,High,0,483,4746,500GB
Africa,Botswana,Kweneng,GHI Machines,2,Apple,Apple Mac Pro,HDD,David,Wheeler,007-168-9147,qbrown@example.net,Susan Nelson,Second-hand Sales,10916,13019,Finance,329,2023-04-19,N/A,18148,8GB,595,Offline,High,0,42,11973,1TB
North America,Illinois,Naperville,ABC Computers,4,Toshiba,Qosmio,SSD,Kimberly,Lopez,(720)918-9897,barbara63@example.org,Jason Phillips,New Sales,14348,18078,Cash,353,2023-06-29,2023-07-14,0,2GB,576,Online,Low,0,243,15196,500GB
North America,Pennsylvania,Altoona,Ricks Computers,4,Samsung,Notebook 9 Pen,SSD,Dylan,Wilson,(338)323-0270x4198,mistysalas@example.net,Carl Davis,Repairs,17185,21580,Bank Transfer,881,2021-05-19,N/A,0,2GB,800,Offline,Medium,3645,823,19090,1TB
Africa,Angola,Huila,Western International PCs,9,Dell,Venue,HDD,Tracy,Burnett,(028)664-5347,fosterroger@example.net,Kenneth Willis,Repairs,22357,25387,Cash,85,2022-05-08,2022-06-02,0,8GB,472,Online,Low,4880,528,23150,256GB
Africa,Ethiopia,Dire Dawa,XYZ Tech,4,Toshiba,Portege,SSD,Lisa,Wright,+1-049-257-2395x6777,johnbaxter@example.org,Steven Walls,Second-hand Sales,3715,8429,Finance,947,2021-12-30,2022-01-24,34466,4GB,505,Online,Low,0,758,4864,500GB
Africa,Tanzania,Dar es Salaam,XYZ Tech,9,Apple,Apple Lisa,HDD,Rachael,Holmes,396.994.5855x50711,nward@example.net,Aaron Taylor,Returns,4478,8113,Bank Transfer,278,2024-02-23,N/A,0,2GB,684,Offline,Low,0,576,7648,256GB
North America,California,Fresno,S & A Computer Place,5,Dell,Precision,SSD,Bianca,Olson,+1-460-666-7338x543,russellnancy@example.com,Rachel Mitchell,Second-hand Sales,23412,26028,Cash,393,2023-10-28,N/A,0,8GB,765,Offline,Medium,0,216,23891,500GB
North America,Georgia,Valdosta,Western International PCs,1,Toshiba,Dynabook,HDD,Fernando,Nichols,(883)314-6840x942,nward@example.com,Chris Jones,Returns,4871,7400,Bank Transfer,933,2021-08-13,N/A,0,8GB,427,Offline,High,0,827,6928,1TB
North America,California,Huntington Beach,DEF Machines,3,Asus,VivoBook Flip 14,SSD,Daniel,Thompson,155.146.4482x052,ymaldonado@example.org,Larry Smith,New Sales,21070,25209,Cash,31,2022-06-21,N/A,0,8GB,548,Offline,Medium,0,867,24484,256GB
Africa,Ethiopia,Harari,CK Tech Store,9,Apple,Apple Macintosh SE,SSD,Eric,Rodriguez,(093)821-1761,emccullough@example.org,Kenneth Herring,Second-hand Sales,11877,16504,Cash,731,2023-01-26,N/A,0,8GB,698,Offline,Low,0,915,13975,1TB
Africa,Ghana,Eastern,ABC Computers,5,Toshiba,Satellite,SSD,Joe,Mcdonald,001-948-301-7566,johnny93@example.net,Diana Ashley MD,Second-hand Sales,14187,16917,Cash,343,2021-09-12,2021-09-24,0,4GB,588,Online,Medium,0,267,14243,1TB
Africa,Ghana,Western,A & A PCs,5,Asus,ROG Strix Scar III,HDD,Christopher,Murphy,(463)760-5416,cthomas@example.org,Sheila Nichols,Second-hand Sales,3807,5872,Cash,688,2021-12-11,2021-12-18,0,4GB,452,Online,Medium,0,780,4039,1TB
Africa,Nigeria,Bayelsa,CK Tech Store,3,HP,Omen,HDD,Melissa,Sanchez,(767)821-5721,riverakelsey@example.com,Timothy Leach,Repairs,5049,8186,Bank Transfer,909,2023-07-12,2023-07-23,0,2GB,773,Online,Medium,1632,358,5585,256GB
North America,North Carolina,Asheville,S & A Computer Place,5,Dell,Inspiron,HDD,Charles,Stone,216.537.1034x72782,andrewduncan@example.org,Craig Wheeler,New Sales,11446,16424,Bank Transfer,529,2023-10-29,N/A,0,16GB,567,Offline,High,0,363,14012,1TB
North America,Florida,Hollywood,Mini Tech,5,Dell,Venue,SSD,Michelle,Brown,(300)166-9500x9497,lcampos@example.net,Tanya Mcclure,New Sales,8891,13732,Cash,137,2023-03-03,N/A,0,16GB,718,Offline,Low,0,720,13304,256GB
North America,Texas,Abilene,Frankies Hardware and Software,9,Acer,Aspire E 15,HDD,Tony,Byrd,6951501216,riveradakota@example.org,Courtney Morgan,Second-hand Sales,9993,12989,Cash,226,2023-03-29,2023-04-25,0,4GB,578,Online,Medium,0,154,11362,1TB
Africa,Egypt,Asyut,Mini Tech,2,Microsoft,Surface Duo,SSD,Michael,Rangel,001-878-049-8415x333,michelle19@example.com,Diana Owens,Returns,6981,9901,Cash,264,2022-08-15,N/A,0,16GB,649,Offline,High,0,833,8049,500GB
Africa,Egypt,Sohag,GH PC Shop,2,HP,ZBook,HDD,Crystal,Cook,726.702.2118x021,leegregory@example.net,Jacob Hudson,Second-hand Sales,8103,11359,Cash,984,2021-11-29,2021-12-29,0,16GB,677,Online,High,0,567,11041,256GB
Africa,Nigeria,Oyo,LJ Computers,8,MSI,Modern 15,SSD,Frank,Matthews,357-792-3364,paynejohn@example.org,Mary Shaw,Second-hand Sales,18290,20786,Cash,623,2022-01-01,2022-01-22,0,8GB,518,Online,High,0,732,19386,256GB
Africa,South Africa,Mpumalanga,DEF Machines,2,Microsoft,Surface Laptop,SSD,Jessica,Morris,832.578.2323x7077,clarkkyle@example.org,Patricia Jones,Repairs,20253,24694,Bank Transfer,30,2024-03-11,2024-03-24,0,2GB,795,Online,Low,3026,766,22497,1TB
Africa,Kenya,Mandera,ABC Computers,4,Microsoft,Surface Hub,HDD,Molly,Humphrey,(217)730-3656,evan81@example.net,Misty Green,Returns,18059,21719,Bank Transfer,534,2021-07-06,N/A,0,4GB,499,Offline,Medium,0,476,19645,500GB
North America,Michigan,Ypsilanti,XYZ Tech,3,Dell,Latitude,SSD,Brian,Cooper,002-867-1097x42172,jweaver@example.net,Elizabeth Martinez,Returns,12608,15004,Bank Transfer,700,2022-07-11,N/A,0,16GB,834,Offline,High,0,537,13175,500GB
Africa,South Africa,Limpopo,GHI Machines,1,Asus,ROG Zephyrus S GX701,HDD,Gordon,Giles,+1-732-688-1994x774,elizabethwagner@example.net,Mrs. Barbara Davenport,Second-hand Sales,10391,14377,Cash,229,2023-06-28,2023-07-25,0,16GB,456,Online,Low,0,74,11525,1TB
Africa,Tanzania,Katavi,Ricks Computers,10,Samsung,Galaxy Chromebook 2,HDD,Carrie,Johnson,(908)141-7597x8271,gliu@example.org,Tara Price,New Sales,7482,10876,Bank Transfer,604,2021-12-25,2021-12-31,0,4GB,412,Online,Medium,0,519,8815,1TB
North America,Illinois,Cicero,Ricks Computers,10,Asus,ExpertBook B9,HDD,Scott,Walker,(595)030-6629x438,collinssandra@example.net,Jerry Cox,New Sales,9005,12497,Bank Transfer,382,2022-08-02,2022-08-04,0,2GB,660,Online,Medium,0,722,10174,500GB
North America,Pennsylvania,Scranton,XYZ Tech,3,Lenovo,ThinkPad P15s,SSD,David,Campbell,(871)062-6542,clinejames@example.net,Beth James,Returns,13232,17656,Bank Transfer,708,2021-04-13,2021-04-17,0,8GB,749,Online,High,0,655,15463,256GB
Africa,Nigeria,Sokoto,Benjis Tech,3,Dell,Vostro,HDD,Jeffrey,Gates,(879)078-8948x325,maureenbrown@example.net,Timothy Leach,Second-hand Sales,20426,24838,Bank Transfer,164,2023-10-23,2023-11-08,0,4GB,464,Online,High,0,173,23205,1TB
Africa,Nigeria,Zamfara,DEF Machines,7,Samsung,Notebook 9 Pro,SSD,Stanley,Smith,001-104-335-6816x3768,schmidtchristopher@example.com,Diana Waters,New Sales,21109,23337,Cash,671,2023-11-18,N/A,0,2GB,612,Offline,Low,0,53,22930,256GB
North America,Illinois,Aurora,ABC Computers,9,Asus,ZenBook UX425,HDD,Rhonda,Daniels,+1-605-477-2434x4179,kgarcia@example.net,Katie Fernandez,Repairs,17575,22417,Cash,943,2022-06-06,N/A,0,16GB,506,Offline,Low,1740,27,17865,1TB
North America,North Carolina,Havelock,XYZ Tech,4,MSI,GF63 Thin,HDD,Derek,Johnson,734.246.7036x890,hzavala@example.com,Calvin Rich,Repairs,13341,16991,Cash,303,2023-03-16,2023-03-25,0,16GB,801,Online,Low,3771,899,14721,256GB
North America,Ohio,Strongsville,DEF Machines,2,Samsung,Notebook 5,HDD,Julie,Bell,6974177509,xavier25@example.net,Eric James,Repairs,15075,17504,Cash,212,2021-04-29,N/A,0,4GB,836,Offline,Medium,1818,937,16485,1TB
Africa,South Africa,Northern Cape,GHI Machines,1,Acer,Spin 5,HDD,Rachel,Griffin,001-451-353-6105x957,brittany12@example.com,Thomas Barr,Repairs,12196,15320,Cash,761,2023-08-08,2023-08-26,0,2GB,485,Online,High,2011,106,14652,500GB
North America,Illinois,Bloomington,GH PC Shop,7,Apple,Apple Mac Pro,HDD,Robert,Kim,001-421-583-6485x16612,christopher10@example.net,Jason Phillips,Repairs,22959,26041,Bank Transfer,368,2024-02-13,2024-02-26,0,2GB,659,Online,Medium,4149,41,23525,500GB
Africa,Angola,Lunda Sul,ABC Computers,5,Samsung,Chromebook 4,HDD,Edwin,Mullen,8142901737,linda77@example.org,James Thornton,Returns,9744,12951,Cash,226,2022-03-03,2022-03-11,0,2GB,416,Online,High,0,697,11594,500GB
Africa,Tanzania,Manyara,S & A Computer Place,5,Acer,Spin 5,SSD,Andrew,Tucker,3733233658,mcneilcharles@example.com,Corey Rasmussen,Repairs,11399,13500,Finance,196,2021-03-27,N/A,16533,8GB,746,Offline,Medium,2823,601,12813,256GB
North America,Illinois,Hoffman Estates,ABC Computers,2,Toshiba,Qosmio,SSD,Chad,Clements,817.378.1306,xparker@example.net,Ashley Jones,Returns,16481,19697,Finance,163,2023-07-30,2023-08-14,8559,4GB,770,Online,Low,0,831,19010,256GB
Africa,Morocco,Errachidia,Mini Tech,6,Microsoft,Surface Pro,HDD,Antonio,Jimenez,(924)865-8417x76893,benjaminmiles@example.org,John Whitney,New Sales,13526,17432,Finance,718,2023-06-07,2023-07-06,38789,8GB,786,Online,Low,0,369,16318,256GB
North America,Georgia,Sandy Springs,Western International PCs,6,Dell,Chromebook,HDD,Monica,Ingram,106-058-6572x09691,klinelee@example.com,Jacqueline Rice,Second-hand Sales,28637,31512,Bank Transfer,174,2022-07-21,N/A,0,16GB,838,Offline,Low,0,636,29479,500GB
Africa,Egypt,Asyut,DEF Machines,10,HP,Omen,SSD,Alyssa,Smith,(134)564-8782x7830,brian20@example.net,Evan Scott,Second-hand Sales,3412,5699,Cash,825,2023-10-19,N/A,0,4GB,830,Offline,Low,0,550,4507,500GB
North America,New York,Garden City,S & A Computer Place,5,MSI,Alpha 15,SSD,Lisa,Powell,+1-691-821-0129x00588,christopher14@example.net,Ashley Miranda,New Sales,20621,25165,Cash,98,2021-10-09,N/A,0,8GB,811,Offline,Medium,0,111,23203,256GB
North America,Ohio,Columbus,ABC Computers,3,MSI,GL65 Leopard,HDD,Gregory,Guzman,843.832.8125x4636,guerramartha@example.com,Erin Tucker,Returns,4421,9368,Finance,799,2022-04-25,N/A,23500,2GB,766,Offline,Low,0,115,5812,1TB
Africa,Botswana,Kweneng,Ricks Computers,7,Microsoft,Surface Pro,HDD,Evelyn,Scott,+1-463-702-6693x8836,ashleyallen@example.net,Michael Byrd,Returns,22889,25529,Bank Transfer,68,2022-01-18,2022-01-29,0,16GB,453,Online,Medium,0,356,25524,256GB
North America,Florida,St. Petersburg,CK Tech Store,7,Apple,Apple iMac,SSD,Michelle,Larson,001-976-483-4732x1060,fhart@example.com,Alexis Murray,Second-hand Sales,10243,13044,Bank Transfer,324,2022-03-04,N/A,0,16GB,801,Offline,Low,0,394,12412,500GB
Africa,Nigeria,Delta,KyaSand Tech Gadgets,9,Lenovo,IdeaPad 5,SSD,Justin,Cook,(065)914-2336,snelson@example.com,Randy Dillon,Second-hand Sales,26890,29166,Finance,990,2023-04-26,2023-04-28,25846,2GB,400,Online,Low,0,925,27952,1TB
North America,North Carolina,Gastonia,LJ Computers,6,Samsung,Notebook 9 Pro,SSD,Debbie,Hancock,001-280-372-5716x069,joseph16@example.org,Brittany Franklin,New Sales,24333,28749,Bank Transfer,483,2022-02-14,N/A,0,2GB,545,Offline,Low,0,81,25465,256GB
Africa,Kenya,Nandi,Western International PCs,10,Dell,Chromebook,HDD,Robert,Donovan,848.976.8819x6082,crosstracy@example.com,Amy Johnson,Repairs,24853,28240,Cash,350,2023-09-02,N/A,0,2GB,651,Offline,High,2036,624,25001,500GB
Africa,Morocco,Casablanca,Jacks Hardware,8,MSI,GP76 Leopard,HDD,Stephanie,Reid,001-885-591-9766,eduncan@example.com,John Whitney,Returns,26866,31542,Finance,670,2021-10-22,2021-11-05,36938,4GB,787,Online,Low,0,714,30143,500GB
Africa,Angola,Bie,GH PC Shop,8,Microsoft,Surface Neo,SSD,Philip,Burns,841.897.0276x37314,jeffreywatson@example.net,Hector Robertson,Repairs,6050,8777,Finance,51,2021-07-13,N/A,20868,2GB,708,Offline,Low,1239,469,7090,256GB
North America,Texas,Midland,GH PC Shop,6,Samsung,Chromebook 4,HDD,William,Johnson,(240)018-9099,christopherwagner@example.org,Lauren Morales,Returns,29395,33467,Cash,118,2022-06-08,N/A,0,8GB,535,Offline,Medium,0,163,30300,256GB
Africa,Kenya,Trans Nzoia,GHI Machines,4,Apple,Apple Macintosh SE,SSD,Cindy,Medina,+1-153-193-0485x354,josephburns@example.org,Kenneth Moore,Repairs,20831,23021,Cash,337,2022-05-30,2022-06-09,0,4GB,725,Online,High,3085,977,20856,256GB
North America,Ohio,Elyria,S & A Computer Place,4,MSI,GL65 Leopard,SSD,Jeffrey,Walker,359.830.6242,matthewsann@example.com,Jason Gentry,Returns,5140,8952,Bank Transfer,206,2022-12-13,2022-12-26,0,16GB,502,Online,Low,0,613,7102,1TB
North America,New York,Troy,Frankies Hardware and Software,8,MSI,GL65 Leopard,HDD,Monica,Shaw,001-221-849-7591,larrychapman@example.net,John Lee,New Sales,15839,19352,Finance,799,2021-04-03,N/A,12603,8GB,484,Offline,Medium,0,385,17328,256GB
Africa,Ghana,Volta,KyaSand Tech Gadgets,8,HP,Elitebook,HDD,Kimberly,Jackson,001-979-475-6963x01880,jesus14@example.org,Krista Wu,New Sales,7722,11623,Cash,522,2022-06-19,N/A,0,8GB,410,Offline,Low,0,693,9066,256GB
Africa,Tanzania,Mara,Jacks Hardware,8,Microsoft,Surface Book,SSD,Donna,Zhang,110.834.9356,peter66@example.net,Antonio Cobb,Second-hand Sales,27882,31365,Cash,440,2022-10-08,N/A,0,4GB,667,Offline,Medium,0,448,31104,1TB
Africa,Egypt,Minya,DEF Machines,1,Dell,Venue,SSD,Cody,Boyer,067.898.1333x493,zwilliams@example.com,Evan Scott,Returns,3383,6657,Finance,787,2021-08-23,2021-09-11,43270,16GB,486,Online,Low,0,156,5150,500GB
Africa,Kenya,Tharaka-Nithi,Greens Laptops and PCs,1,HP,ZBook,SSD,Christine,Lee,+1-193-945-3863x87635,pricejennifer@example.org,Cassandra Mcmillan,Returns,9066,13184,Finance,920,2022-10-13,2022-10-14,19143,2GB,704,Online,High,0,795,9789,1TB
Africa,Ethiopia,Afar,A & A PCs,4,Samsung,Galaxy Chromebook 2,SSD,Michelle,Cooper,(506)273-3976,jstafford@example.net,Jacob Spencer,New Sales,28990,33731,Bank Transfer,937,2022-08-29,N/A,0,8GB,608,Offline,High,0,258,32102,500GB
Africa,Ghana,Greater Accra,ABC Computers,8,Lenovo,IdeaPad 5,SSD,Michael,Brewer,001-322-013-3575,tammyedwards@example.net,Stephen Harmon,Returns,10942,15208,Cash,210,2023-01-17,2023-02-10,0,16GB,813,Online,Low,0,991,11055,256GB
Africa,Ghana,Western,XYZ Tech,2,MSI,P65 Creator,SSD,Alejandro,Burton,+1-097-896-1071,angelaberg@example.org,Diana Ashley MD,Repairs,14789,18138,Finance,662,2021-10-09,N/A,38355,2GB,673,Offline,High,1200,902,16747,500GB
Africa,Tanzania,Rukwa,Benjis Tech,7,Acer,Predator Triton 500,HDD,Kelli,Tyler,005-539-0385x14662,brianna86@example.org,Corey Rasmussen,Second-hand Sales,18506,23294,Cash,773,2023-09-24,N/A,0,16GB,807,Offline,Medium,0,422,21091,500GB
Africa,Kenya,Isiolo,CK Tech Store,8,Apple,Apple Power Mac G5,HDD,Nancy,Lloyd,293-372-6601x696,loganjeffrey@example.org,Cassandra Mcmillan,New Sales,12241,14970,Finance,699,2021-04-08,2021-05-04,49835,8GB,688,Online,High,0,734,13971,500GB
North America,Michigan,Dearborn,GH PC Shop,9,MSI,P65 Creator,SSD,Curtis,Robinson,001-724-254-3750x0788,wolfamanda@example.net,Elizabeth Martinez,Second-hand Sales,21194,24285,Bank Transfer,213,2022-11-01,2022-11-07,0,8GB,825,Online,High,0,205,22434,1TB
North America,Illinois,Naperville,Western International PCs,7,Asus,ZenBook UX425,HDD,Frederick,Holder,001-351-836-3377,paul74@example.org,Jason Phillips,New Sales,21539,25088,Cash,832,2022-09-14,N/A,0,2GB,678,Offline,Medium,0,30,23588,500GB
Africa,Morocco,Taourirt,S & A Computer Place,4,Asus,VivoBook S14,HDD,Richard,Diaz,(272)469-5523x784,wsanders@example.com,Jessica Thomas,New Sales,11471,13835,Cash,186,2022-11-16,2022-11-29,0,16GB,703,Online,Low,0,66,13661,256GB
Africa,Egypt,Asyut,Western International PCs,2,Lenovo,IdeaCentre AIO 3,HDD,Megan,Dixon,8117520688,tbrown@example.com,Evan Scott,Second-hand Sales,8375,12895,Bank Transfer,921,2022-10-26,N/A,0,2GB,841,Offline,Medium,0,815,9247,500GB
North America,Pennsylvania,New Castle,ABC Computers,1,Dell,XPS,HDD,Alex,Gonzalez,050-637-3490x8752,gerald98@example.net,Lisa Graham,Second-hand Sales,17458,22074,Bank Transfer,311,2022-01-01,2022-01-19,0,8GB,784,Online,Low,0,989,17483,256GB
North America,Illinois,Decatur,Frankies Hardware and Software,2,Dell,Alienware,SSD,Dominic,Pope,001-381-570-0178,bishopbarbara@example.net,Kathleen Robinson,Repairs,23718,28012,Finance,305,2023-10-28,N/A,39842,4GB,478,Offline,High,3188,195,25057,1TB
Africa,Egypt,Minya,CK Tech Store,2,Toshiba,Chromebook,SSD,Christopher,King,+1-773-191-0332x013,dennis11@example.com,Mario Daniel,Repairs,2978,5433,Cash,41,2023-05-14,N/A,0,2GB,517,Offline,Medium,1839,819,4040,256GB
North America,Texas,Midland,KyaSand Tech Gadgets,3,Samsung,Notebook 9,HDD,Jorge,Nichols,603.905.7976x95600,debra56@example.com,Diana Rodriguez,New Sales,9696,12925,Finance,5,2021-09-11,2021-09-15,29918,16GB,692,Online,High,0,60,11832,256GB
Africa,Angola,Bie,DEF Machines,5,MSI,GS75 Stealth,HDD,Jennifer,Green,(374)264-8830,tsutton@example.org,Hector Robertson,Second-hand Sales,29886,34249,Bank Transfer,365,2023-09-12,2023-09-18,0,16GB,589,Online,Low,0,773,30055,1TB
Africa,Angola,Bie,Mini Tech,1,Asus,TUF Gaming A15,SSD,Steve,Gomez,001-077-119-2978,lproctor@example.net,Kimberly Duncan,Second-hand Sales,25192,27288,Finance,953,2021-09-26,N/A,11194,2GB,447,Offline,High,0,586,25595,500GB
North America,New York,Mount Vernon,Greens Laptops and PCs,5,HP,Stream,SSD,William,Price,+1-046-983-2664x9160,bgreene@example.com,John Lee,New Sales,27639,31437,Cash,381,2021-03-19,N/A,0,8GB,416,Offline,Medium,0,402,30908,256GB
North America,Florida,Miramar,Ricks Computers,8,Acer,Aspire 7,HDD,William,Baker,+1-982-948-3049x107,qhall@example.org,Rachel Rowe,New Sales,20846,22870,Bank Transfer,100,2023-04-18,N/A,0,4GB,427,Offline,High,0,977,21948,1TB
Africa,Egypt,Ismailia,DEF Machines,3,Toshiba,Libretto,SSD,Michelle,Blevins,+1-546-061-2035x37196,gibsonaaron@example.org,Mario Daniel,Repairs,10873,14856,Cash,22,2022-09-02,2022-09-25,0,8GB,630,Online,High,3895,672,13090,256GB
Africa,Morocco,Tiznit,GHI Machines,10,Samsung,Notebook 9 Pen,HDD,Alan,Foster,+1-372-475-5781x044,seanprice@example.net,Gwendolyn Thomas,Repairs,16498,19472,Cash,121,2023-12-02,N/A,0,4GB,729,Offline,High,2656,605,18892,256GB
